UF,Cidade,Codigo,TotalEleitores,TotalComparecimento
"BA","SANTO ANTÔNIO DE JESUS",38733,76834,61467.2
"BA","SANTO ESTEVÃO",38750,38469,30775.2
"BA","SÃO DESIDÉRIO",38776,26893,21514.4
"BA","SÃO DOMINGOS",38806,7739,6191.2
"BA","SÃO FELIPE",38814,17026,13620.8
"BA","SÃO FÉLIX",38792,9933,7946.4
"BA","SÃO FÉLIX DO CORIBE",38822,12248,9798.4
"BA","SÃO FRANCISCO DO CONDE",38830,33740,26992.0
"BA","SÃO GABRIEL",39896,15702,12561.6
"BA","SÃO GONÇALO DOS CAMPOS",38857,29077,23261.6
"BA","SÃO JOSÉ DA VITÓRIA",39926,5300,4240.0
"BA","SÃO JOSÉ DO JACUÍPE",38865,8434,6747.2
"BA","SÃO MIGUEL DAS MATAS",38873,8783,7026.4
"BA","SÃO SEBASTIÃO DO PASSÉ",38890,33541,26832.8
"BA","SAPEAÇU",38911,15765,12612.0
"BA","SÁTIRO DIAS",38938,13430,10744.0
"BA","SAUBARA",38946,13109,10487.2
"BA","SAÚDE",38954,8959,7167.2
"BA","SEABRA",38970,34216,27372.8
"BA","SEBASTIÃO LARANJEIRAS",38997,6937,5549.6
"BA","SENHOR DO BONFIM",39012,52911,42328.8
"BA","SENTO SÉ",39039,28878,23102.4
"BA","SERRA DO RAMALHO",39047,24689,19751.2
"BA","SERRA DOURADA",39055,14919,11935.2
"BA","SERRA PRETA",39071,16677,13341.6
"BA","SERRINHA",39098,63060,50448.0
"BA","SERROLÂNDIA",39110,10718,8574.4
"BA","SIMÕES FILHO",39136,85650,68520.0
"BA","SÍTIO DO MATO",39144,10626,8500.8
"BA","SÍTIO DO QUINTO",39900,9511,7608.8
"BA","SOBRADINHO",39985,19776,15820.8
"BA","SOUTO SOARES",39152,13507,10805.6
"BA","TABOCAS DO BREJO VELHO",39179,10707,8565.6
"BA","TANHAÇU",39195,17263,13810.4
"BA","TANQUE NOVO",39918,13768,11014.4
"BA","TANQUINHO",39217,7283,5826.4
"BA","TAPEROÁ",39233,14026,11220.8
"BA","TAPIRAMUTÁ",39250,10623,8498.4
"BA","TEIXEIRA DE FREITAS",39934,103286,82628.8
"BA","TEODORO SAMPAIO",39276,6768,5414.4
"BA","TEOFILÂNDIA",39292,17931,14344.8
"BA","TEOLÂNDIA",39314,11085,8868.0
"BA","TERRA NOVA",39330,10000,8000.0
"BA","TREMEDAL",39357,15063,12050.4
"BA","TUCANO",39373,40611,32488.8
"BA","UAUÁ",39390,20987,16789.6
"BA","UBAÍRA",39411,15575,12460.0
"BA","UBAITABA",39438,14312,11449.6
"BA","UBATÃ",39454,12136,9708.8
"BA","UIBAÍ",39470,11596,9276.8
"BA","UMBURANAS",39489,11317,9053.6
"BA","UNA",39497,16565,13252.0
"BA","URANDI",39519,13363,10690.4
"BA","URUÇUCA",39535,17648,14118.4
"BA","UTINGA",39551,12874,10299.2
"BA","VALENÇA",39578,65381,52304.8
"BA","VALENTE",39594,19535,15628.0
"BA","VÁRZEA DA ROÇA",39977,10530,8424.0
"BA","VÁRZEA DO POÇO",39616,6825,5460.0
"BA","VÁRZEA NOVA",39950,10373,8298.4
"BA","VARZEDO",39624,8969,7175.2
"BA","VERA CRUZ",39632,34236,27388.8
"BA","VEREDA",39640,6596,5276.8
"BA","VITÓRIA DA CONQUISTA",39659,254697,203757.6
"BA","WAGNER",39675,6625,5300.0
"BA","WANDERLEY",39993,10592,8473.6
"BA","WENCESLAU GUIMARÃES",39691,16374,13099.2
"BA","XIQUE-XIQUE",39713,34429,27543.2
"CE","ABAIARA",13013,7515,6012.0
"CE","ACARAPE",13145,12241,9792.8
"CE","ACARAÚ",13030,47988,38390.4
"CE","ACOPIARA",13056,37621,30096.8
"CE","AIUABA",13072,11157,8925.6
"CE","ALCÂNTARAS",13099,9829,7863.2
"CE","ALTANEIRA",13110,6638,5310.4
"CE","ALTO SANTO",13137,12311,9848.8
"CE","AMONTADA",15873,35115,28092.0
"CE","ANTONINA DO NORTE",13153,7195,5756.0
"CE","APUIARÉS",13170,12444,9955.2
"CE","AQUIRAZ",13196,64905,51924.0
"CE","ARACATI",13218,55687,44549.6
"CE","ARACOIABA",13234,24224,19379.2
"CE","ARARENDÁ",13420,9245,7396.0
"CE","ARARIPE",13250,17223,13778.4
"CE","ARATUBA",13277,11945,9556.0
"CE","ARNEIROZ",13293,7021,5616.8
"CE","ASSARÉ",13315,18802,15041.6
"CE","AURORA",13331,20236,16188.8
"CE","BAIXIO",13358,5289,4231.2
"CE","BANABUIÚ",13382,15040,12032.0
"CE","BARBALHA",13374,49905,39924.0
"CE","BARREIRA",13129,18586,14868.8
"CE","BARRO",13390,17090,13672.0
"CE","BARROQUINHA",13404,14608,11686.4
"CE","BATURITÉ",13412,27730,22184.0
"CE","BEBERIBE",13439,44242,35393.6
"CE","BELA CRUZ",13455,20879,16703.2
"CE","BOA VIAGEM",13471,41895,33516.0
"CE","BREJO SANTO",13498,36048,28838.4
"CE","CAMOCIM",13510,49206,39364.8
"CE","CAMPOS SALES",13536,20326,16260.8
"CE","CANINDÉ",13552,58282,46625.6
"CE","CAPISTRANO",13579,16013,12810.4
"CE","CARIDADE",13595,17144,13715.2
"CE","CARIRÉ",13617,15257,12205.6
"CE","CARIRIAÇU",13633,24953,19962.4
"CE","CARIÚS",13650,15499,12399.2
"CE","CARNAUBAL",13676,14187,11349.6
"CE","CASCAVEL",13692,58102,46481.6
"CE","CATARINA",13714,9300,7440.0
"CE","CATUNDA",13447,9195,7356.0
"CE","CAUCAIA",13730,241604,193283.2
"CE","CEDRO",13757,20404,16323.2
"CE","CHAVAL",13773,10987,8789.6
"CE","CHORÓ",13463,11573,9258.4
"CE","CHOROZINHO",13161,17788,14230.4
"CE","COREAÚ",13811,19690,15752.0
"CE","CRATEÚS",13838,58403,46722.4
"CE","CRATO",13854,94618,75694.4
"CE","CROATÁ",15881,15200,12160.0
"CE","CRUZ",15890,23328,18662.4
"CE","DEPUTADO IRAPUAN PINHEIRO",15989,7163,5730.4
"CE","ERERÉ",13200,5465,4372.0
"CE","EUSÉBIO",13226,54968,43974.4
"CE","FARIAS BRITO",13870,16772,13417.6
"CE","FORQUILHA",15911,19383,15506.4
"CE","FORTALEZA",13897,1768264,1414611.2
"CE","FORTIM",13501,16136,12908.8
"CE","FRECHEIRINHA",13919,13400,10720.0
"CE","GENERAL SAMPAIO",13935,8199,6559.2
"CE","GRAÇA",13064,12310,9848.0
"CE","GRANJA",13951,43732,34985.6
"CE","GRANJEIRO",13978,6212,4969.6
"CE","GROAÍRAS",13994,9403,7522.4
"CE","GUAIÚBA",13242,19776,15820.8
"CE","GUARACIABA DO NORTE",14010,33571,26856.8
"CE","GUARAMIRANGA",14036,6096,4876.8
"CE","HIDROLÂNDIA",14052,15861,12688.8
"CE","HORIZONTE",13188,59320,47456.0
"CE","IBARETAMA",14060,12771,10216.8
"CE","IBIAPINA",14079,19364,15491.2
"CE","IBICUITINGA",15920,12147,9717.6
"CE","ICAPUÍ",15938,16599,13279.2
"CE","ICÓ",14095,49872,39897.6
"CE","IGUATU",14117,69343,55474.4
"CE","INDEPENDÊNCIA",14133,20807,16645.6
"CE","IPAPORANGA",13340,10319,8255.2
"CE","IPAUMIRIM",14150,9297,7437.6
"CE","IPU",14176,31571,25256.8
"CE","IPUEIRAS",14192,30735,24588.0
"CE","IRACEMA",14214,11973,9578.4
"CE","IRAUÇUBA",14230,18890,15112.0
"CE","ITAIÇABA",14257,6940,5552.0
"CE","ITAITINGA",13480,33075,26460.0
"CE","ITAPAJÉ",14273,38619,30895.2
"CE","ITAPIPOCA",14290,97007,77605.6
"CE","ITAPIÚNA",14311,16048,12838.4
"CE","ITAREMA",15954,33056,26444.8
"CE","ITATIRA",14338,19232,15385.6
"CE","JAGUARETAMA",14354,15190,12152.0
"CE","JAGUARIBARA",14370,8681,6944.8
"CE","JAGUARIBE",14397,28762,23009.6
"CE","JAGUARUANA",14419,28250,22600.0
"CE","JARDIM",14435,22306,17844.8
"CE","JATI",14451,7031,5624.8
"CE","JIJOCA DE JERICOACOARA",13005,20373,16298.4
"CE","JUAZEIRO DO NORTE",14478,192272,153817.6
"CE","JUCÁS",14494,20021,16016.8
"CE","LAVRAS DA MANGABEIRA",14516,24056,19244.8
"CE","LIMOEIRO DO NORTE",14532,46040,36832.0
"CE","MADALENA",13021,14392,11513.6
"CE","MARACANAÚ",15857,173425,138740.0
"CE","MARANGUAPE",14559,82065,65652.0
"CE","MARCO",14575,22640,18112.0
"CE","MARTINÓPOLE",14591,10411,8328.8
"CE","MASSAPÊ",14613,30648,24518.4
"CE","MAURITI",14630,35573,28458.4
"CE","MERUOCA",14656,12538,10030.4
"CE","MILAGRES",14672,22265,17812.0
"CE","MILHÃ",15970,10873,8698.4
"CE","MIRAÍMA",14680,12080,9664.0
"CE","MISSÃO VELHA",14699,29937,23949.6
"CE","MOMBAÇA",14710,32395,25916.0
"CE","MONSENHOR TABOSA",14737,15009,12007.2
"CE","MORADA NOVA",14753,55648,44518.4
"CE","MORAÚJO",14770,7795,6236.0
"CE","MORRINHOS",14796,17811,14248.8
"CE","MUCAMBO",14818,12604,10083.2
"CE","MULUNGU",14834,9175,7340.0
"CE","NOVA OLINDA",14850,12572,10057.6
"CE","NOVA RUSSAS",14877,24051,19240.8
"CE","NOVO ORIENTE",14893,23063,18450.4
"CE","OCARA",13307,24349,19479.2
"CE","ORÓS",14915,17446,13956.8
"CE","PACAJUS",14931,52564,42051.2
"CE","PACATUBA",14958,54786,43828.8
"CE","PACOTI",14974,10608,8486.4
"CE","PACUJÁ",14990,6304,5043.2
"CE","PALHANO",15016,9683,7746.4
"CE","PALMÁCIA",15032,9530,7624.0
"CE","PARACURU",15059,32675,26140.0
"CE","PARAIPABA",15997,26543,21234.4
"CE","PARAMBU",15075,27359,21887.2
"CE","PARAMOTI",15091,10139,8111.2
"CE","PEDRA BRANCA",15113,34163,27330.4
"CE","PENAFORTE",15130,8411,6728.8
"CE","PENTECOSTE",15156,31726,25380.8
"CE","PEREIRO",15172,14253,11402.4
"CE","PINDORETAMA",13285,19630,15704.0
"CE","PIQUET CARNEIRO",15199,11780,9424.0
"CE","PIRES FERREIRA",13048,8164,6531.2
"CE","PORANGA",15210,9816,7852.8
"CE","PORTEIRAS",15237,14341,11472.8
"CE","POTENGI",15253,7653,6122.4
"CE","POTIRETAMA",13269,5694,4555.2
"CE","QUITERIANÓPOLIS",13102,16788,13430.4
"CE","QUIXADÁ",15270,60095,48076.0
"CE","QUIXELÔ",98531,14551,11640.8
"CE","QUIXERAMOBIM",15296,58000,46400.0
"CE","QUIXERÉ",15318,18376,14700.8
"CE","REDENÇÃO",15334,23812,19049.6
"CE","RERIUTABA",15350,15357,12285.6
"CE","RUSSAS",15377,57320,45856.0
"CE","SABOEIRO",15393,12278,9822.4
"CE","SALITRE",15440,13999,11199.2
"CE","SANTANA DO ACARAÚ",15415,24961,19968.8
"CE","SANTANA DO CARIRI",15431,13727,10981.6
"CE","SANTA QUITÉRIA",15458,33613,26890.4
"CE","SÃO BENEDITO",15474,36774,29419.2
"CE","SÃO GONÇALO DO AMARANTE",15490,48306,38644.8
"CE","SÃO JOÃO DO JAGUARIBE",15512,6043,4834.4
"CE","SÃO LUÍS DO CURU",15539,11721,9376.8
"CE","SENADOR POMPEU",15555,20310,16248.0
"CE","SENADOR SÁ",15571,6558,5246.4
"CE","SOBRAL",15598,149588,119670.4
"CE","SOLONÓPOLE",15610,13884,11107.2
"CE","TABULEIRO DO NORTE",15636,25252,20201.6
"CE","TAMBORIL",15652,21120,16896.0
"CE","TARRAFAS",13366,7370,5896.0
"CE","TAUÁ",15679,46021,36816.8
"CE","TEJUÇUOCA",13323,15435,12348.0
"CE","TIANGUÁ",15695,56924,45539.2
"CE","TRAIRI",15717,47077,37661.6
"CE","TURURU",13080,14832,11865.6
"CE","UBAJARA",15733,26655,21324.0
"CE","UMARI",15750,6392,5113.6
"CE","UMIRIM",98558,15720,12576.0
"CE","URUBURETAMA",15776,18170,14536.0
"CE","URUOCA",15792,11088,8870.4
"CE","VARJOTA",98574,15508,12406.4
"CE","VÁRZEA ALEGRE",15814,32049,25639.2
"CE","VIÇOSA DO CEARÁ",15830,46797,37437.6
"DF","BRASÍLIA",97012,2201652,1761321.6
"ES","AFONSO CLÁUDIO",56014,25528,20422.4
"ES","ÁGUA DOCE DO NORTE",56022,11157,8925.6
"ES","ÁGUIA BRANCA",57991,8856,7084.8
"ES","ALEGRE",56030,24095,19276.0
"ES","ALFREDO CHAVES",56057,12590,10072.0
"ES","ALTO RIO NOVO",56065,6516,5212.8
"ES","ANCHIETA",56073,23646,18916.8
"ES","APIACÁ",56090,6374,5099.2
"ES","ARACRUZ",56111,74405,59524.0
"ES","ATÍLIO VIVÁCQUA",56138,9104,7283.2
"ES","BAIXO GUANDU",56154,24788,19830.4
"ES","BARRA DE SÃO FRANCISCO",56170,34360,27488.0
"ES","BOA ESPERANÇA",56197,11211,8968.8
"ES","BOM JESUS DO NORTE",56219,8076,6460.8
"ES","BREJETUBA",56146,10758,8606.4
"ES","CACHOEIRO DE ITAPEMIRIM",56235,133270,106616.0
"ES","CARIACICA",56251,276794,221435.2
"ES","CASTELO",56278,30065,24052.0
"ES","COLATINA",56294,86245,68996.0
"ES","CONCEIÇÃO DA BARRA",56316,24765,19812.0
"ES","CONCEIÇÃO DO CASTELO",56332,10576,8460.8
"ES","DIVINO DE SÃO LOURENÇO",56359,4712,3769.6
"ES","DOMINGOS MARTINS",56375,28861,23088.8
"ES","DORES DO RIO PRETO",56391,6205,4964.0
"ES","ECOPORANGA",56413,19215,15372.0
"ES","FUNDÃO",56430,14569,11655.2
"ES","GOVERNADOR LINDENBERG",56308,9058,7246.4
"ES","GUAÇUÍ",56456,22145,17716.0
"ES","GUARAPARI",56472,98997,79197.6
"ES","IBATIBA",57096,18786,15028.8
"ES","IBIRAÇU",56499,9928,7942.4
"ES","IBITIRAMA",56502,7105,5684.0
"ES","ICONHA",56510,11437,9149.6
"ES","IRUPI",56049,11394,9115.2
"ES","ITAGUAÇU",56537,11889,9511.2
"ES","ITAPEMIRIM",56553,36281,29024.8
"ES","ITARANA",56570,9483,7586.4
"ES","IÚNA",56596,21144,16915.2
"ES","JAGUARÉ",57134,23259,18607.2
"ES","JERÔNIMO MONTEIRO",56618,10061,8048.8
"ES","JOÃO NEIVA",56626,12920,10336.0
"ES","LARANJA DA TERRA",57916,9387,7509.6
"ES","LINHARES",56634,120971,96776.8
"ES","MANTENÓPOLIS",56650,11099,8879.2
"ES","MARATAÍZES",56120,31030,24824.0
"ES","MARECHAL FLORIANO",56103,13827,11061.6
"ES","MARILÂNDIA",57070,10706,8564.8
"ES","MIMOSO DO SUL",56677,19862,15889.6
"ES","MONTANHA",56693,15133,12106.4
"ES","MUCURICI",56715,5189,4151.2
"ES","MUNIZ FREIRE",56731,14707,11765.6
"ES","MUQUI",56758,11083,8866.4
"ES","NOVA VENÉCIA",56774,40600,32480.0
"ES","PANCAS",56790,16342,13073.6
"ES","PEDRO CANÁRIO",57150,18745,14996.0
"ES","PINHEIROS",56812,18387,14709.6
"ES","PIÚMA",56839,16181,12944.8
"ES","PONTO BELO",56200,6412,5129.6
"ES","PRESIDENTE KENNEDY",56855,12889,10311.2
"ES","RIO BANANAL",57118,15627,12501.6
"ES","RIO NOVO DO SUL",56871,8702,6961.6
"ES","SANTA LEOPOLDINA",56898,10065,8052.0
"ES","SANTA MARIA DE JETIBÁ",57932,30962,24769.6
"ES","SANTA TERESA",56910,20335,16268.0
"ES","SÃO DOMINGOS DO NORTE",56006,8258,6606.4
"ES","SÃO GABRIEL DA PALHA",56936,25937,20749.6
"ES","SÃO JOSÉ DO CALÇADO",56952,9166,7332.8
"ES","SÃO MATEUS",56979,90513,72410.4
"ES","SÃO ROQUE DO CANAÃ",56162,9789,7831.2
"ES","SERRA",56995,358029,286423.2
"ES","SOORETAMA",56189,20826,16660.8
"ES","VARGEM ALTA",57959,15792,12633.6
"ES","VENDA NOVA DO IMIGRANTE",57975,19593,15674.4
"ES","VIANA",57010,53199,42559.2
"ES","VILA PAVÃO",56081,7529,6023.2
"ES","VILA VALÉRIO",56227,12776,10220.8
"ES","VILA VELHA",57037,341518,273214.4
"ES","VITÓRIA",57053,265341,212272.8
"GO","ABADIA DE GOIÁS",93360,14188,11350.4
"GO","ABADIÂNIA",92010,11592,9273.6
"GO","ACREÚNA",96458,15771,12616.8
"GO","ADELÂNDIA",96911,2920,2336.0
"GO","ÁGUA FRIA DE GOIÁS",96938,5152,4121.6
"GO","ÁGUA LIMPA",92037,2522,2017.6
"GO","ÁGUAS LINDAS DE GOIÁS",93343,117125,93700.0
"GO","ALEXÂNIA",92053,21109,16887.2
"GO","ALOÂNDIA",92096,2136,1708.8
"GO","ALTO HORIZONTE",92940,6622,5297.6
"GO","ALTO PARAÍSO DE GOIÁS",92118,7421,5936.8
"GO","ALVORADA DO NORTE",92150,6792,5433.6
"GO","AMARALINA",93386,2997,2397.6
"GO","AMERICANO DO BRASIL",96610,5403,4322.4
"GO","AMORINÓPOLIS",92177,3669,2935.2
"GO","ANÁPOLIS",92215,292153,233722.4
"GO","ANHANGÜERA",92231,1509,1207.2
"GO","ANICUNS",92258,15114,12091.2
"GO","APARECIDA DE GOIÂNIA",92274,344693,275754.4
"GO","APARECIDA DO RIO DOCE",93009,3478,2782.4
"GO","APORÉ",92290,3413,2730.4
"GO","ARAÇU",92312,4178,3342.4
"GO","ARAGARÇAS",92339,14072,11257.6
"GO","ARAGOIÂNIA",92355,9662,7729.6
"GO","ARAGUAPAZ",96695,6020,4816.0
"GO","ARENÓPOLIS",96717,3567,2853.6
"GO","ARUANÃ",92495,7375,5900.0
"GO","AURILÂNDIA",92517,3318,2654.4
"GO","AVELINÓPOLIS",92550,3939,3151.2
"GO","BALIZA",92614,3365,2692.0
"GO","BARRO ALTO",92630,10179,8143.2
"GO","BELA VISTA DE GOIÁS",92657,23894,19115.2
"GO","BOM JARDIM DE GOIÁS",92673,7502,6001.6
"GO","BOM JESUS DE GOIÁS",92690,18216,14572.8
"GO","BONFINÓPOLIS",92029,7212,5769.6
"GO","BONÓPOLIS",93408,3659,2927.2
"GO","BRAZABRANTES",92711,3716,2972.8
"GO","BRITÂNIA",92754,4947,3957.6
"GO","BURITI ALEGRE",92770,8624,6899.2
"GO","BURITI DE GOIÁS",93106,3457,2765.6
"GO","BURITINÓPOLIS",93262,3465,2772.0
"GO","CABECEIRAS",92797,7077,5661.6
"GO","CACHOEIRA ALTA",92819,8241,6592.8
"GO","CACHOEIRA DE GOIÁS",92835,1976,1580.8
"GO","CACHOEIRA DOURADA",96733,7220,5776.0
"GO","CAÇU",92851,10912,8729.6
"GO","CAIAPÔNIA",92878,13334,10667.2
"GO","CALDAS NOVAS",92894,68019,54415.2
"GO","CALDAZINHA",93122,3728,2982.4
"GO","CAMPESTRE DE GOIÁS",92916,3956,3164.8
"GO","CAMPINAÇU",96873,3592,2873.6
"GO","CAMPINORTE",92932,9453,7562.4
"GO","CAMPO ALEGRE DE GOIÁS",92959,5492,4393.6
"GO","CAMPO LIMPO DE GOIÁS",93580,6451,5160.8
"GO","CAMPOS BELOS",92975,14817,11853.6
"GO","CAMPOS VERDES",92061,4360,3488.0
"GO","CARMO DO RIO VERDE",92991,7243,5794.4
"GO","CASTELÂNDIA",92967,3941,3152.8
"GO","CATALÃO",93017,74947,59957.6
"GO","CATURAÍ",93033,5132,4105.6
"GO","CAVALCANTE",93050,7570,6056.0
"GO","CERES",93076,16546,13236.8
"GO","CEZARINA",92100,7350,5880.0
"GO","CHAPADÃO DO CÉU",92924,8711,6968.8
"GO","CIDADE OCIDENTAL",93025,45982,36785.6
"GO","COCALZINHO DE GOIÁS",92886,16881,13504.8
"GO","COLINAS DO SUL",92126,3626,2900.8
"GO","CÓRREGO DO OURO",93157,3083,2466.4
"GO","CORUMBÁ DE GOIÁS",93173,7820,6256.0
"GO","CORUMBAÍBA",93190,6931,5544.8
"GO","CRISTALINA",93254,37003,29602.4
"GO","CRISTIANÓPOLIS",93270,3999,3199.2
"GO","CRIXÁS",93297,12914,10331.2
"GO","CROMÍNIA",93319,3742,2993.6
"GO","CUMARI",93335,2595,2076.0
"GO","DAMIANÓPOLIS",93351,3853,3082.4
"GO","DAMOLÂNDIA",93378,3576,2860.8
"GO","DAVINÓPOLIS",93394,4017,3213.6
"GO","DIORAMA",93432,2387,1909.6
"GO","DIVINÓPOLIS DE GOIÁS",93092,4933,3946.4
"GO","DOVERLÂNDIA",96750,5654,4523.2
"GO","EDEALINA",92207,4072,3257.6
"GO","EDÉIA",93491,9733,7786.4
"GO","ESTRELA DO NORTE",93513,3168,2534.4
"GO","FAINA",92223,6445,5156.0
"GO","FAZENDA NOVA",93530,5435,4348.0
"GO","FIRMINÓPOLIS",93572,8863,7090.4
"GO","FLORES DE GOIÁS",93599,7328,5862.4
"GO","FORMOSA",93610,77507,62005.6
"GO","FORMOSO",93637,4657,3725.6
"GO","GAMELEIRA DE GOIÁS",93564,3268,2614.4
"GO","GOIANÁPOLIS",93670,10547,8437.6
"GO","GOIANDIRA",93696,4410,3528.0
"GO","GOIANÉSIA",93718,59530,47624.0
"GO","GOIÂNIA",93734,1040171,832136.8
"GO","GOIANIRA",93750,44442,35553.6
"GO","GOIÁS",93777,19684,15747.2
"GO","GOIATUBA",93793,27159,21727.2
"GO","GOUVELÂNDIA",92266,3805,3044.0
"GO","GUAPÓ",93815,14272,11417.6
"GO","GUARAÍTA",93149,2674,2139.2
"GO","GUARANI DE GOIÁS",93831,4555,3644.0
"GO","GUARINOS",92860,2506,2004.8
"GO","HEITORAÍ",93874,4153,3322.4
"GO","HIDROLÂNDIA",93890,21497,17197.6
"GO","HIDROLINA",93912,3765,3012.0
"GO","IACIARA",93939,8294,6635.2
"GO","INACIOLÂNDIA",93165,4684,3747.2
"GO","INDIARA",96814,12353,9882.4
"GO","INHUMAS",93955,41474,33179.2
"GO","IPAMERI",93971,20569,16455.2
"GO","IPIRANGA DE GOIÁS",93548,3054,2443.2
"GO","IPORÁ",93998,26435,21148.0
"GO","ISRAELÂNDIA",94013,2911,2328.8
"GO","ITABERAÍ",94030,32937,26349.6
"GO","ITAGUARI",92282,5015,4012.0
"GO","ITAGUARU",94072,5350,4280.0
"GO","ITAJÁ",94110,3652,2921.6
"GO","ITAPACI",94137,15467,12373.6
"GO","ITAPIRAPUÃ",94153,6726,5380.8
"GO","ITAPURANGA",94196,21759,17407.2
"GO","ITARUMÃ",94218,4516,3612.8
"GO","ITAUÇU",94234,7721,6176.8
"GO","ITUMBIARA",94250,75660,60528.0
"GO","IVOLÂNDIA",94277,3002,2401.6
"GO","JANDAIA",94293,6113,4890.4
"GO","JARAGUÁ",94315,32862,26289.6
"GO","JATAÍ",94331,73297,58637.6
"GO","JAUPACI",94358,2934,2347.2
"GO","JESÚPOLIS",92983,2648,2118.4
"GO","JOVIÂNIA",94374,5488,4390.4
"GO","JUSSARA",94390,14834,11867.2
"GO","LAGOA SANTA",93602,1662,1329.6
"GO","LEOPOLDO DE BULHÕES",94439,6957,5565.6
"GO","LUZIÂNIA",94455,132104,105683.2
"GO","MAIRIPOTABA",94471,3026,2420.8
"GO","MAMBAÍ",94498,6236,4988.8
"GO","MARA ROSA",94510,8808,7046.4
"GO","MARZAGÃO",94536,2865,2292.0
"GO","MATRINCHÃ",92320,3876,3100.8
"GO","MAURILÂNDIA",94579,7190,5752.0
"GO","MIMOSO DE GOIÁS",92347,3235,2588.0
"GO","MINAÇU",96474,22967,18373.6
"GO","MINEIROS",94595,50231,40184.8
"GO","MOIPORÁ",94650,2414,1931.2
"GO","MONTE ALEGRE DE GOIÁS",94676,5604,4483.2
"GO","MONTES CLAROS DE GOIÁS",94714,6982,5585.6
"GO","MONTIVIDIU",92363,9794,7835.2
"GO","MONTIVIDIU DO NORTE",93181,3616,2892.8
"GO","MORRINHOS",94730,36956,29564.8
"GO","MORRO AGUDO DE GOIÁS",92169,2901,2320.8
"GO","MOSSÂMEDES",94757,4671,3736.8
"GO","MOZARLÂNDIA",94773,12780,10224.0
"GO","MUNDO NOVO",96512,5113,4090.4
"GO","MUTUNÓPOLIS",94790,3568,2854.4
"GO","NAZÁRIO",94854,7478,5982.4
"GO","NERÓPOLIS",94870,25430,20344.0
"GO","NIQUELÂNDIA",94897,28205,22564.0
"GO","NOVA AMÉRICA",94919,2696,2156.8
"GO","NOVA AURORA",94935,2236,1788.8
"GO","NOVA CRIXÁS",96539,9026,7220.8
"GO","NOVA GLÓRIA",96555,6819,5455.2
"GO","NOVA IGUAÇU DE GOIÁS",93084,2753,2202.4
"GO","NOVA ROMA",94951,3030,2424.0
"GO","NOVA VENEZA",94978,8215,6572.0
"GO","NOVO BRASIL",95010,3493,2794.4
"GO","NOVO GAMA",93327,54402,43521.6
"GO","NOVO PLANALTO",92444,3938,3150.4
"GO","ORIZONA",95036,11968,9574.4
"GO","OURO VERDE DE GOIÁS",95052,3795,3036.0
"GO","OUVIDOR",95079,9839,7871.2
"GO","PADRE BERNARDO",95095,19496,15596.8
"GO","PALESTINA DE GOIÁS",92460,3606,2884.8
"GO","PALMEIRAS DE GOIÁS",95117,23284,18627.2
"GO","PALMELO",95133,2318,1854.4
"GO","PALMINÓPOLIS",95150,4250,3400.0
"GO","PANAMÁ",95176,2759,2207.2
"GO","PARANAIGUARA",94552,7132,5705.6
"GO","PARAÚNA",95230,9206,7364.8
"GO","PEROLÂNDIA",93068,3176,2540.8
"GO","PETROLINA DE GOIÁS",95311,7660,6128.0
"GO","PILAR DE GOIÁS",95354,4143,3314.4
"GO","PIRACANJUBA",95397,18943,15154.4
"GO","PIRANHAS",95419,9202,7361.6
"GO","PIRENÓPOLIS",95435,20431,16344.8
"GO","PIRES DO RIO",95451,22194,17755.2
"GO","PLANALTINA",95958,64284,51427.2
"GO","PONTALINA",95494,14351,11480.8
"GO","PORANGATU",95559,31427,25141.6
"GO","PORTEIRÃO",93424,3830,3064.0
"GO","PORTELÂNDIA",95575,3273,2618.4
"GO","POSSE",95613,25066,20052.8
"GO","PROFESSOR JAMIL",93041,3263,2610.4
"GO","QUIRINÓPOLIS",95630,35409,28327.2
"GO","RIALMA",95656,9229,7383.2
"GO","RIANÁPOLIS",95672,3926,3140.8
"GO","RIO QUENTE",92827,4275,3420.0
"GO","RIO VERDE",95710,149233,119386.4
"GO","RUBIATABA",95737,15546,12436.8
"GO","SANCLERLÂNDIA",95753,7225,5780.0
"GO","SANTA BÁRBARA DE GOIÁS",95770,5428,4342.4
"GO","SANTA CRUZ DE GOIÁS",95796,3413,2730.4
"GO","SANTA FÉ DE GOIÁS",92568,4258,3406.4
"GO","SANTA HELENA DE GOIÁS",95818,30122,24097.6
"GO","SANTA ISABEL",96890,3781,3024.8
"GO","SANTA RITA DO ARAGUAIA",95834,4484,3587.2
"GO","SANTA RITA DO NOVO DESTINO",93440,2876,2300.8
"GO","SANTA ROSA DE GOIÁS",95850,3321,2656.8
"GO","SANTA TEREZA DE GOIÁS",95877,3357,2685.6
"GO","SANTA TEREZINHA DE GOIÁS",95893,8302,6641.6
"GO","SANTO ANTÔNIO DA BARRA",93203,4282,3425.6
"GO","SANTO ANTÔNIO DE GOIÁS",92908,7086,5668.8
"GO","SANTO ANTÔNIO DO DESCOBERTO",96776,45619,36495.2
"GO","SÃO DOMINGOS",95915,7313,5850.4
"GO","SÃO FRANCISCO DE GOIÁS",95931,5150,4120.0
"GO","SÃO JOÃO D'ALIANÇA",95974,7498,5998.4
"GO","SÃO JOÃO DA PARAÚNA",92622,2264,1811.2
